product,narrative
credit_reporting,according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must account listed immediately
credit_reporting,equifax reporting fraudulent account result identity theft fraudulent account continuously reported providing supporting documentation filed provided identity theft complaint ftc provided identity theft affidavit copy police report filed police department ive disputed account credit bureau also requested block fraudulent item accordance section fair credit reporting act e
credit_reporting,invalid entry placed credit report trying month get entry removed spoken number representative supervisor manager regard erroneous public record yet get resolved dispute currently awaiting result called spoke representative inquired transunion verifies negative account want know information account keep coming back mine representative told sent message courthouse eoscar court verifies information sent back credit bureau advised would like cancel dispute advised dispute already sent courthouse need contact name case number work know court system procedure decided call anyway contacted court advised disclose release verify information credit bureau party decided call spoke another rep time advised information verified runner go court house asked information runner give courthouse kind physical information runner give back credit bureau could answer requested speak manager manager advised since runner involved advised use form send courthouse asked type form sent courthouse confirmed verify information bureau major bureau refuse give physical documentation whether tangible electronic use verify account mine contact involved party credit bureau company account removed provided proof payment payment history proof also attached also disregarding letter received stating appears letter coming requesting identification information information including letter picture id social security card utility bill practice stall tact process letter removing invalidly reporting entry credit keep getting feedback submitting correct current requested document contacting credit bureau month via letter mailed phone returning letter back refusing investigate lot letter fax went unacknowledged letter sent certified mail confirmation received however call rep state record receipt fully aware backed working home hear background system go phone clearly unfair representative able work home held office compliance refusing process file received formal investigation engaged totally understand pandemic however world give agency able disregard work load properly process file law sat place investigation process entitled fair due process letter processed without delay willing submitted envelope show return sender investigation taking longer business day bureuas also disregarding letter received stating appears letter coming requesting identification information information including letter picture id social security card utility bill practice stall tact process letter removing invalidly reporting entry credit keep getting feedback submitting correct current requested document
debt_collection,sued landlord used live daughter complaint mold property little one sick issue constantly trash mattress manager told lying still proof paycheck cut due situation experiencing since payed rent sued asking money leave property arrived trial turn started explaining judge going show picture doctor test everything judge cut stating landlord wanted money wanted leave already moved trial case dismissed letter magistrate court provided firstly reported started dispute close day requesting document prove identity proof everything information removed immediately credit right abusive
retail_banking,bank america misleading electronically transferred account another financial institution returned fund opened consumer banking account bank america received email bank america confirming account approved attached reference order fund account set two transfer financial institution one new bank america checking account one new bank america saving account original account showed two deduction total transferred bank america received new bank america debit card also day new bank america app showed account locked provided phone number call called number bank america representative informed account closed possible fraud instructed go branch person two form id alarming fraud avoiding person contact pandemic went bank america branch representative call fraud line person informed account able opened online get closed must go person two form id asked rep question response bank america enabling online account opening going closing account would issued email bank america stating account approved rep told must open new account deposit money destroy card sent another new card must issued new account rep told two check sent werent fund returned manner received electronically excruciating experience decided open another account bank america received separate piece mail bank america letter welcoming business congratulating new bank america relationship letter informing checking account closed bank bank america letter informing saving account closed continue banking bank america receive called bank america told two cashier check mailed nothing done asked escalate tried hour transferred supervisor said thing transferred escalation department bank america told account briefly active closed longer fund issued mailed cashier check said nothing check mail
credit_card,purchased flight card travel airline cancelled flight requested refund first never heard airline week decided dispute charge credit card company american express told charge disputed would resolved never received kind update started calling week look update told wait called back asking resolution told idea resolved keep waiting asked speak supervisor keep getting go around resolution week ca give update know much longer could
credit_reporting,xxxxxxxx balance kind account fact posted charged account balance fact incorrect make sure reverse erase item totally make sure also render documentation sure charge credit alleged account mine ca give detail proof per civil right petition need instantly delete wrong account xxxxxxxx balance account several violation reporting past due balance closed account reporting late payment account closed reporting incorrect balance reporting incorrect past due amount violation please delete account immediately xxxxxxxx balance creditor agreed remove account report payment made account paid still credit report creditor agreed remove account report payment made account paid still credit report xxxxxxxx balance balance payment history incorrect please remove immediately xxxxxxxx balance account must deleted immediately due year late payment account already closed late payment reported closed
credit_card,complaint regarding usaa fsb unfair act practice usaa conduct reasonable investigation credit card dispute regarding charge notified provide requested supporting documentation specific given disagree attempted upload uploaded supporting documentation usaa website app based documentation usaa concluded unfairly cancelled ticket without consent contacted usaas director ceo received response usaa continues engage unfair act practice case provide full clear unambiguous description investigative effort early usaa ordered cfpb pay fine restitution unfair act cfpb determined usaa fsb failed stop preauthorized electronic fund transfer denied customer reasonable error resolution investigation usaa poorly run quality service precipitously deteriorated dispute regarding resolved favor based documentation provided request board director investigation unfair act practice case response received also longer possible communicate usaa via messaging regarding banking matter message limited investment insurance comment website usaa customer care severe decline longer possible file grievance communicate board member via message practice unacceptable longer auto insurance usaa usaa rate unreasonably outrageously high member receive best treatment possible usaa thank anticipated help respectfully
credit_reporting,may concern letter formal dispute accordance fair credit reporting act fcra upon review credit report found several inaccurate unverified item negatively impacted current ability receive credit provided unnecessary embarrassment inconvenience sure aware right according section fcra request proper investigation inaccuracy particular referencing section c b iii list right consumer dispute information file consumer model summary right consumer following itemsi wish dispute credit report discover financial service late payment report must removed accnt late payment must removed paid time discover financial service late payment must removed paid time accnt stated fcra required respond dispute within day receipt letter fail offer response disputed information must deleted attached relevant documentation review thank advance prompt response resolution issue sincerely new york
mortgages_and_loans,lost job due covid pandemic left without income coming called bridgecrest time see help anyway could keep vehicle explained dont income coming wont able pay loan payment every week explained said arent helping anyone affected website say ended voluntary repossession vehicle tried get push payment back month said way could go back work getting back issue getting new car issue repo drop credit score tremendously ive worked hard get
credit_card,private american express denying banking access due social security number reporting credit bureau given notice secretary state showing secured party also given proof mla obligation affiliation told would get foreign credential get access credit banking securitizing credit restraining trade violating equal credit opportunity act beneficiary trust federal consumer guaranteed right illegally violated causing harm application refrence
mortgages_and_loans,requested deferral fha home mortgage due placed greatly reduced hour employer caliber home loan service fha mortgage proposal deferral defer three month payment entire amount deferred becomes due payable fourth month care act thought deferral could longer total amount deferred would added end mortgage many friend getting result proposal amount short term loan help money three month basically shut filed unemployment husband income cut significantly greatly reduced hour need mortgage assistance first time home buyer well
mortgages_and_loans,worked td bank week leading closing mortgage company assured everything order one week closing still final number u contacted multiple time finally got response closing cost day closing got notification expensive attorney hired td bank know date closing person working wen vacation without notifying anyone closing delayed spent extra time hotel pandemic addition closing day closing cost almost twice much final closing cost td bank showed u day prior unacceptable level incompetence addition tax escrow account attorney office asked pay school tax paid timely manner td bank supposed pay portion property tax received notification mail regarding delinquent tax property hassle reach anyone td bank wife spent hour phone speak someone least time without resolution issue point td bank seems like joke nothing awful customer service regret even taking mortgage
mortgages_and_loans,totaled provided payoff amount ally financial accepted amount told send check portion proceeds totaling sale tax license transfer fee received amount via ach early farmer confirmed ally also received payment made car payment followed ally told account going accounting worry account followed account every week finally closed account also reported two missed payment credit bureau report reporting agency accurate statement ally stating account past due account suppose closed reported inaccurate information reporting agency ally trust handle properly experience impacting credit truly need
credit_reporting,trying trade vehicle newer model told salesman could make trade asked gave explanation pulled credit many unknown suspicious item familiar many inquiry made name believe someone stolen identity need thing deleted credit report immediately already taken action prevent anyone else trying open anything else name contacted ftc local police behalf please remove report original creditor original creditor original creditor inquiry also noticed student loan account also listed within credit file fact student loan account mine open account even seek high education attend college account belong
credit_reporting,tx ga fraudulent application submitted name identity used without consent fraudulently obtain good service extend credit without first contacting personally verifying application information day evening remove inaccurate incomplete unverifiable unauthorized fraudulent negative item credit report
credit_reporting,im extremely upset shocked way account reporting credit report continues report incomplete inconsistent unverifiable info honestly say verified accurate verified requesting investigation authorization fair credit reporting act section ability consumer dispute information directly furnisher disputing account reported three credit bureau basis dispute knowledge account
debt_collection,notice pending litigation seeking relief monetary damage fcra section section company reporting account credit give ny permission report account notified account reported credit report
credit_reporting,legal department credit dispute submitted new evidence dispute account disputed belong sworn statement concerning credit issue sworn statement declare penalty perjury law united state executed outside united state foregoing true correct best knowledge certify qualified authorized file dispute also understand knowing willful misstatement omission material fact constitutes federal criminal violation punishable additionally misstatement punishable perjury trade line listed item currently within credit file none related transaction made official statement someone several people opened account made transaction account without knowledge authorization personal information used obtain good service money person responsible creating account filed report federal trade commission enclosed within dispute package reached creditor made aware account fraudulently opened known several month yet remove account credit report creditor cooperative removed account others refused remove fraudulent account therefore come credit reporting agency resolve issue law say must block account investigated expect made attempt file po louse report informed county constitute emergency would file report information person used information know information obtained person likewise collection account also mine none belong mean person account original creditor sold account collection agency reporting debt collection agency unknown account number collection agency unknown account number collection agency xxxxxxxx original creditor account number collection agency original creditor account number collection agency original creditor account number collection agency original creditor hospital account number collection agency account number addition also discovered student loan account also listed within credit file fact student loan account mine open account even seek high education attend college account belong student loan creditor account number student loan creditor account number student loan creditor account number policy state according fair credit reporting act fcra procedure case disputed accuracy reinvestigations disputed information reinvestigation required general subject subsection completeness accuracy item information contained consumer file consumer agency disputed consumer consumer notifies agency directly indirectly reseller dispute free charge conduct reasonable reinvestigation determine whether disputed information inaccurate record current status disputed information delete item file accordance paragraph end period beginning date agency receives notice dispute consumer reseller therefore position clearly stated account belong meaning reporting inaccurate account information within credit file fact inaccurate account information mean credit reporting agency reporting incorrect account finally reporting inquiry result type fraudulent activity must noted apply credit account listed company creditor result attempt open account company approve account therefore inquiry must deleted within credit file delete fraudulently opened account without also deleting fraudulent inquiry inquiry made someone else without authorization factual record access credit file factual record fraudulent activity must addressed reason inquiry disputed made report responsibility investigate claim prove inquiry made must removed credit file responsibility go directly creditor obligation lie foot reporting inaccurate information within credit report violates fcra noted inquiry made factual record fraudulently opened account factual record referred creditor disputed directly credit reporting agency attempted address inquiry factual record file access done fraudulent mean factual record consumer required dispute fraudulent inquiry directly company inquiry result fraudulent activity therefore inaccurate information credit reporting agency creditor verify meaning inquiry unverifiable information must deleted credit file inquiry well aware right consumer fair credit reporting act requires agency report accurate correct account information within credit file credit issue specific account item belong mean reporting incorrect account information within credit report mind request listed account item blocked deleted policy state according fair credit reporting act fcra section block information resulting identity theft block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later four business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information relating transaction consumer furnishers information consumer reporting agency must comply applicable regulation information applicable regulation currently effect found consumer financial protection bureau website notice furnishers information obligation furnishers fcra federal fair credit reporting act fcra imposes responsibility person furnish information consumer reporting agency cras responsibility found section fcra state law may impose additional requirement furnishers furnishers information cras become familiar applicable law may want consult counsel ensure compliance text fcra available website consumer financial protection bureau cfpb list tile section tile fcra code end document section imposes following duty upon furnishers accuracy guideline fcra requires furnishers comply federal guideline regulation dealing accuracy information provided cras furnishers federal regulation guideline available section e general prohibition reporting inaccurate information fcra prohibits information furnishers providing information cra know reasonable cause believe inaccurate however furnisher subject general prohibition clearly conspicuously specifies address consumer may write notify furnisher certain information inaccurate section l l c duty correct update information time person regularly ordinary course business information one cras determines information provided complete accurate furnisher must promptly provide complete accurate information cra addition furnisher must notify cras received information correction must thereafter report complete accurate information section duty notice dispute consumer consumer notifies furnisher address specified furnisher notice specific information inaccurate information fact inaccurate furnisher must thereafter report correct information cras section l b consumer notifies furnisher consumer dispute completeness accuracy information reported furnisher furnisher may subsequently report information cra without providing notice dispute section furnishers must comply federal regulation identify information furnisher must investigate dispute made directly furnisher consumer regulation furnishers complete investigation within day day consumer later p vid relevant additional information unless dispute frivolous irrelevant come credit repair organization section federal regulation available section duty notice dispute consumer reporting agency cra notifies furnisher consumer dispute completeness accuracy information provided furnisher furnisher duty follow certain procedure furnisher must conduct investigation review relevant information provided cra including information given cra consumer section b l b b report result cra referred dispute investigation establishes information fact incomplete inaccurate report result cras furnisher provided information compile maintain file nationwide basis section b l c b l complete step within day date cra receives dispute day consumer later provides relevant additional information cra section b promptly modify delete information block reporting section b l e duty report voluntary closing credit account consumer voluntarily close credit account person regularly ordinary course business furnished information one must report fact provides information time period account closed section duty report date delinquency furnisher report information concerning delinquent account placed collection charged profit loss subject similar action furnisher must within day reporting information provide cra month year commencement delinquency immediately preceded action agency know long keep information consumer file section person debt collector acquired responsible collecting delinquent account report information may comply requirement section consumer dispute reporting slime delinquency date previously reported creditor h creditor report date may comply fcra establishing reasonable procedure obtain report delinquency date delinquency date reasonably obtained following reasonable procedure ensure date reported precedes date account placed collection charged profit loss subjected similar action section duty financial institution reporting negative information financial institution furnish information nationwide consumer reporting agency defined section p must notify consumer writing may furnish furnished negative information cra section cfpb prescribed model disclosure cfr part app b duty furnishing medical information furnisher whose primary business providing medical service product device furnisher agent assignee medical information furnisher purpose fcra must notify cras report fact section notice enable cras comply duty section g reporting medical information duty id theft occurs furnishers must place reasonable procedure respond notification cras information furnished result identity theft prevent refurnishing information future furnisher may furnish information consumer identified resulting identity theft unless furnisher subsequently know informed consumer information correct section furnisher learns furnished inaccurate information due identity theft must notify cra correct information must thereafter report complete accurate information section furnisher information notified pursuant procedure set forth section debt resulted identity theft furnisher many sell transfer place collection debt except certain limited circumstance section cfpb website information fcra including publication business full text fcra citation fcra section code seq provided listed item within package therefore expect listed account deleted blocked within four business day clearly identity theft issue also entitled receive free copy credit report requesting free credit report account public record item inquiry permanently blocked deleted
credit_reporting,trying cosign cousin new vehicle car salesman told credit low told show report print copy item credit need removed soon possible item fraudulent account u dept ed u dep ed u dept ed xxxxxxxx
debt_collection,contacted resurgent capital month back dispute debt continue dispute however resurgent placed account credit bureau hold violation fair credit reporting act contacted attempt settle bill call made settlement offer first collector extremely rude explained asset come asked speak supervisor refused even propose offer client please make note three people spoke confirmed attached audio recording call none provided disclosure attempt collect debt rep refused take settlement offer client violation agency relationship established law contend action violation fdcpa however least resurgent capital violated fdcpa providing required disclosure speaking family attorney option regard filing suit resurgent capital
credit_reporting,used access equifax report hard inquiry report wish dispute equifax equifax responding need fair debt collection practice act
credit_reporting,called old navy removed name authorized user never gave anyone permission add want removed credit report
credit_reporting,account account number reporting credit report open account account open account charged also account even mine please double check s number know town maybe name got crossed think major problem hurting credit think delete account credit report make right
credit_card,currently apple card going make purchase seller said could make purchase website would cheaper shipping tax went website used apple card purchase item online total realized le day making purchase vendor fraudulent based communication immediately confronted vendor showed screenshots money refunded contacted apple card support information filed dispute approximately month later received email saying goldman sachs ruled favor merchant upset called back never provided phone number speak anyone goldman sachs apple card support said employee entered initial dispute incorrectly since never received item would reentered said ton image text message conversation vendor phone support agent said would contact ask evidence never contacted received identical email several week stating goldman sachs ruled favor vendor called least time point resolution time submit claim email month later saying ruled favor client never received item nearly
credit_reporting,responded previous cfpb complaint said due impact would remove negate reporting late fee best payment would due well reporting transition reported day late reported current husband died get loan pay fureral credit also failed acknowledge fact one person job covid kid even christmas kid asked settle account reasonable amount owe interest anyways waiting unemployment know come going hardly cover bill let alone leave extra take care family hope able afford per month paying loss job covid company worked sort arrangement took interest settled account cfpb need take action make company help people control happened company care income people
debt_collection,complaint quality recovery service inaccurate false reporting please read disputed several time presented evidence complained company reporting inaccurate information separate report credit reporting account credit report twice different origin date account number amount allegedly owed first letter quality recovery service sent claimed owed first dispute reported owed added second report credit claiming owe currently allowing report account twice falsified information different reporting reported allowed credit go follows report account number end amount owed original amount owed first date delinquency report account number end amount owed original amount owed first date delinquency quality recovery original creditor country currently reporting negative listing regarding referenced account id based record find reason report history review record included letter prove quality recovery service reporting false information alleged debt owed property lived following document included letter follows check paid original creditor behalf amount owed along email sent organization paid behalf bank statement showing money amount taken paid radco monies owed day rented moved bank statement also show judgement order judgement application execute writ possession served eviction paper original creditor payment behalf form check amount written see included email check bank statement proof payment due eviction voluntarily vacated unit self evicted day vacated unit made payment go payment total payment made vacated went county courthouse found order judgement application execute writ possession falsified information management company filed application execute writ possession behalf falsely state accepted money fact accepted total payment accepted legally eviction process dismissed court payment reported court eviction illegally obtained additionally falsified information application execute writ possession judgment also illegally obtained making judgment null void therefore company debt collection agency claiming owe debt cease desist effort collect debt erroneous status credit reporting record unacceptable false reporting debt credit agency immediately stop record falsely reported debt removed credit immediately invite submit competed remove negative notation upon removal negative notation agree hold company harmless inconvenience damage related information documentation critical time sensitive within le thirty day damaged partially discrepancy reported record title section united state code requires response within thirty day
retail_banking,able link account wherever choose acceptable absolutely right solely decision
credit_reporting,sagestream llc refuse release copy report address inaccuracy within
credit_reporting,trying collect behalf unknown debt supplied proof contract showing signature identification debt calculated proof purchase contract original creditor simply sent computer generated letter demanding payment disputed item credit bureau yet hear back credit bureau requesting day since initial dispute law maximum time respond day negative account amount lowering credit score causing issue credit approval quality life lowered due mistake following proper credit collection law fdcpa
credit_card,contacted american express delta skymiles gold card cancel credit card never used never opened american express card never opened account statement annual membership fee explained situation agent told never used card opened card felt like pay annual fee said would cancel card waive fee week later received another statement fee still showing due called second rep told card cancelled see note fee waived requested card cancelled fee waived agent said card would cancelled would waive fee fast forward today received another statement american express delta skymiles card fee note statement account cancelled request receiving statement since sure still receiving bill told twice fee would spoke rep would waive fee stating outside policy right investigated fraud never opened account first place never used card pay annual fee please investigate matter tried resolve three different occasion
credit_reporting,comenity bank lane bryant reporting account credit file authorized user account account mine never signed anything added onto account demand remove name account delete credit file immediately next communication attorney
credit_reporting,worng persoanl information reporting
credit_reporting,may concern checking recent credit report noticed credit inquiry authorize initiate inquries made guess bank america inquiry bank america initiate authorize anyone employed company make inquiry view credit report violation fair credit reporting act section c serious breach privacy right please validate information company provide copy documentation associated account bearing signature authorizing inquiry come conclusion submitted application via online please provide ip address website used submit application absence documentation bearing signature ip address website used submit application formally request fraudulent inquiry immediately deleted credit file maintain social security number andsend complete updated credit report deletiing inaccurate unauthorized information please note day complete investigation per fair credit reporting act section contact information follows
credit_reporting,request investigation credit inquiry behalf dear sir maam recently conducted review credit report noticed agency showed credit inquiry find problematic first inquiry question apparently made recollection business contacted asked take action get inquiry removed record erase record inquiry credit reporting agency assured would comply request take whatever step necessary resolve issue wanted contact well make sure get going applying home mortgage near future would much like ensure credit score showing accurate depiction creditworthiness please update full report finding within next two week look forward situation rectified soon possible thanks prompt attention matter
credit_reporting,decided get credit pulled due couple collection letter continued receive mail never heard place suspected identity theft reviewed report caught surprise couple thing never opened life thing listed application mine please remove unknown item report xxxxxxxx xxxxxxxx
mortgages_and_loans,notified well fargo continue receive mortgage service needed enroll mortgage purchased another bank part website well fargo migrating mortgage house mortgage needed enroll main website phone call well fargo person said account migrated gave new account number could log website transferred told well fargo person provide personal information move mortgage new website told needed provide information fulfill government requirement fighting money laundering required opening account pointed opening account told new account well fargo said provide information mortgage already existing getting new mortgage told provide information new account information ssn full name address birthdate provided information told successfully confirmed identity send information three business day go website click enroll clearly opening account need patriot act information bank migrating account new server inside company number called transferred transfer mortgage department number given also person answering phone said note account call provide information everyone know enter information xxxxedt monday
credit_reporting,recent concern identity theft trying couple month experian put security freeze credit reporting set online account experian despite authenticated online account unable process security freeze experian portal indicates authenticated must submit mail submitted requested information writing experian process security freeze mail submission almost day ago heard back experian whose automated phone system indicates stated turnaround day tried contacting experian customer service available automated number dead end call tree live person able process credit security freeze credit reporting agency within two week electronically clear experian company care consumer protection clearly want support freeze pushing consumer pay credit lock service instead
credit_card,may concern name advised submit cover letter explaining dispute account morgan chase balance spoken representative written letter morgan chase dispute account believe fraudulent formerly account paid year ago sincerely
debt_collection,tuesday received letter credit collection service letter attempt collect behalf reference homeowner policy previously faxed request cancel policy effective policy renewal chose accord continue coverage cancel policy resulting bill want continue insurance coverage therefore reason submitted cancellation request processed cancellation requested amount would billed
retail_banking,made wire transfer bank america boa amount wire go account deposit townhouse purchasing however wire turned electronic bill payment made bank boa mortgage never received wire several temp trace money numerous call boa mortgage able get answer fund returned check state boa received cashed check bank issued numerous trace dispute behalf heard boa regarding dispute able get answer account money deposited called customer service even went local bank branch one able assist offer explanation resolution
credit_reporting,reviewed copy credit report show inquiry listed report inaccurate fraudulent sent letter credit bureau reply matter also file ftc police report fraudulent inquiry credit report inquires listed company inquiry date experian experian experian experian experian
credit_reporting,balance mine requesting remove credit report execute identity theft affidavit original creditor balance collection account reported past legal time allowed also provide breakdown fee authorization agree information shared balance account still reporting account original creditor reporting inaccurately delete immediately balance creditor information missing please remove due failure identify creditor name address phone number account verified
credit_reporting,except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information result identity theft identity theft report filed block requested section effective date block c decline rescind general consumer reporting agency decline block rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer report identity theft obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter
credit_reporting,governor name trying complaint error exist credit report last year none afford worked employment information address belong association error cause bad effect credit report really happen harvest time family barely suffer throughout dynamic employment information address need removed credit report info reported il michigan il
mortgages_and_loans,beginning year decided refinance home combination credit score income documentation lead u finding dba mortgage banker year due diligence folk upfront sent page banking statement reviewed detail ensure qualified financially starting loan process took u week navigate loan qualification process another week closing end result deed trust recorded home never given loan reached stewart title day deed recorded learn intention funding begun process attempting rescind deed trust made decision halt funding attempt rescind loan without letting u know collusion two company reason neither made effort update u monday tuesday morning conscious decision made withhold information attempt rescind documentation without communicating u week silence received email telling u sent stewart title satisfaction deed trust satisfaction loan never loan misfiled deed trust remained home week communication timeframe still never received anything writing happened qualified closed loan chose back hour colluded stewart title normal title company rescind deed trust without telling u supply company page personal document also paid appraisal meant nothing could offer product justify result current climate left financial ruin answer two corporation walked u company treated u poorly throughout process especially time fulfill side qualified transaction nc bar association reviewed information along page timeline event full communication occurred real property division decided launch investigation ongoing time litigation real estate attorney also reviewed information stated valid claim noted breach stewart title duty u client refusing disburse fund well breach loan commitment identified nc statute good fund settlement act item violated transaction bottom line multiple violation contained page rest information assist understanding timeline event negligence part stewart title
credit_reporting,account
debt_collection,disclosure identity theft dispute please refrain taking position identity theft either credit reporting agency subscribere partakes privlidges reporting consumer payment history dispute ground validation purpose legal dispute requesting full disclosure true timeline pertaining tradeline procurement addition actual payment history proving actual initial date first late payment history thus triggering rule relates erroneous obsolete information requirement relating information contained consumer report information excluded consumer report except authorized subsection b section consumer reporting agency may make consumer report containing following item information case title united state code bankruptcy act date entry order relief date adjudication case may antedate report year civil suit civil judgment record arrest date entry antedate report seven year governing statute limitation expired whichever longer period paid tax lien date payment antedate report seven year account placed collection charged profit loss antedate report seven year adverse item information record conviction crime antedates report seven b exempted case provision subsection section applicable case consumer credit report used connection credit transaction involving may reasonably expected involve principal amount underwriting life insurance involving may reasonably expected involve face amount employment individual annual salary equal may reasonably expected equal c running reporting period general period referred paragraph subsection shall begin respect delinquent account placed collection internally referral third party whichever earlier charged profit loss subjected similar action upon expiration period beginning date commencement delinquency immediately preceded collection activity charge profit loss similar action
credit_reporting,may concern writing update correct personal information file company letter regarding account everything red inaccurate unverifiable account date openedxxxx date openedxxxx date openedxxxx date date opened date opened claim account open late auto loan account written secured loan account unsecured collection account account unsecured collection account account closed note loan transferred written account collection formal notice claim disputed requesting validation made pursuant fair debt collection practice act fair credit reporting act along corresponding local state law please note requesting validation competent evidence bearing signature showing ever contractual obligation pay account number listed include x instead full number inaccurate information report please also aware negative mark found credit report including experian company company represent debt dont owe violation fcra fdcpa therefore validate debt must request credit reporting agency delete erroneous entry pending outcome investigation evidence submit instructed take action could detrimental credit report failure respond within day receipt letter may result small claim legal company local venue would seeking minimum damage per violation defamation negligent enablement identity fraud violation fair debt collection practice act including limited section violation fair credit reporting act including limited section please note notice attempt correct record information received collected evidence action necessary request information statement election waiver status contact information follows printed signed please aware dependent upon response may detailed potential issue company via online public press release including documentation potential small claim action also including copy complaint organization cc consumer financial protection bureau cc attorney general office cc sincerely
